year,date,field_number,parameter,protocol_number,file_type,source_file
2019,2020-10-12,106п-368,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\106п-368\6. Органическое вещество (гумус по Тюрину) (24).pdf
2019,2020-10-12,106п-368,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\106п-368\7. Медь  (26).pdf
2019,2020-10-12,106п-368,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\106п-368\8. Железо  (26).pdf
2019,2020-10-12,106п-368,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\106п-368\9. Магний  (31).pdf
2019,2020-10-12,107п-220,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\1. pH солевой вытяжки (28).pdf
2019,2020-10-12,107п-220,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\10. Марганец  (26).pdf
2019,2020-10-12,107п-220,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\11. Молибден  (27).pdf
2019,2020-10-12,107п-220,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\12. Цинк  (27).pdf
2019,2020-10-12,107п-220,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\2. Группировка почв по содержанию нитратов (29).pdf
2019,2020-10-12,107п-220,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\3. Фосфор подвижный по Мачигину (25).pdf
2019,2020-10-12,107п-220,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\4. Калий подвижный по Мачигину  (27).pdf
2019,2020-10-12,107п-220,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\5. Сера подвижная  (24).pdf
2019,2020-10-12,107п-220,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\6. Органическое вещество (гумус по Тюрину) (23).pdf
2019,2020-10-12,107п-220,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\7. Медь  (25).pdf
2019,2020-10-12,107п-220,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\8. Железо  (25).pdf
2019,2020-10-12,107п-220,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\107п-220\9. Магний  (30).pdf
2019,2020-10-12,17-365,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\1. pH солевой вытяжки (27).pdf
2019,2020-10-12,17-365,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\10. Марганец  (25).pdf
2019,2020-10-12,17-365,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\11. Молибден  (26).pdf
2019,2020-10-12,17-365,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\12. Цинк  (26).pdf
2019,2020-10-12,17-365,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\2. Группировка почв по содержанию нитратов (28).pdf
2019,2020-10-12,17-365,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\3. Фосфор подвижный по Мачигину (24).pdf
2019,2020-10-12,17-365,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\4. Калий подвижный по Мачигину  (26).pdf
2019,2020-10-12,17-365,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\5. Сера подвижная  (23).pdf
2019,2020-10-12,17-365,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\6. Органическое вещество (гумус по Тюрину) (22).pdf
2019,2020-10-12,17-365,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\7. Медь  (24).pdf
2019,2020-10-12,17-365,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\8. Железо  (24).pdf
2019,2020-10-12,17-365,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\17-365\9. Магний  (29).pdf
2019,2020-10-12,27м-340,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\1. pH солевой вытяжки (26).pdf
2019,2020-10-12,27м-340,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\10. Марганец  (24).pdf
2019,2020-10-12,27м-340,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\11. Молибден  (25).pdf
2019,2020-10-12,27м-340,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\12. Цинк  (24).pdf
2019,2020-10-12,27м-340,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\2. Группировка почв по содержанию нитратов (27).pdf
2019,2020-10-12,27м-340,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\3. Фосфор подвижный по Мачигину (23).pdf
2019,2020-10-12,27м-340,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\4. Калий подвижный по Мачигину  (25).pdf
2019,2020-10-12,27м-340,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\5. Сера подвижная  (22).pdf
2019,2020-10-12,27м-340,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\6. Органическое вещество (гумус по Тюрину) (21).pdf
2019,2020-10-12,27м-340,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\7. Медь  (23).pdf
2019,2020-10-12,27м-340,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\8. Железо  (23).pdf
2019,2020-10-12,27м-340,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\27м-340\9. Магний  (28).pdf
2019,2020-10-12,36-283,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\1. pH солевой вытяжки (25).pdf
2019,2020-10-12,36-283,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\10. Марганец  (23).pdf
2019,2020-10-12,36-283,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\11. Молибден  (24).pdf
2019,2020-10-12,36-283,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\12. Цинк  (23).pdf
2019,2020-10-12,36-283,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\2. Группировка почв по содержанию нитратов (26).pdf
2019,2020-10-12,36-283,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\3. Фосфор подвижный по Мачигину (22).pdf
2019,2020-10-12,36-283,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\4. Калий подвижный по Мачигину  (24).pdf
2019,2020-10-12,36-283,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\5. Сера подвижная  (21).pdf
2019,2020-10-12,36-283,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\6. Органическое вещество (гумус по Тюрину) (20).pdf
2019,2020-10-12,36-283,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\7. Медь  (22).pdf
2019,2020-10-12,36-283,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\8. Железо  (22).pdf
2019,2020-10-12,36-283,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\36-283\9. Магний  (27).pdf
2019,2020-10-12,59-300,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\1. pH солевой вытяжки (31).pdf
2019,2020-10-12,59-300,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\10. Марганец  (29).pdf
2019,2020-10-12,59-300,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\11. Молибден  (30).pdf
2019,2020-10-12,59-300,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\12. Цинк  (31).pdf
2019,2020-10-12,59-300,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\2. Группировка почв по содержанию нитратов (33).pdf
2019,2020-10-12,59-300,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\3. Фосфор подвижный по Мачигину (28).pdf
2019,2020-10-12,59-300,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\4. Калий подвижный по Мачигину  (30).pdf
2019,2020-10-12,59-300,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\5. Сера подвижная  (27).pdf
2019,2020-10-12,59-300,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\6. Органическое вещество (гумус по Тюрину) (26).pdf
2019,2020-10-12,59-300,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\7. Медь  (28).pdf
2019,2020-10-12,59-300,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\8. Железо  (28).pdf
2019,2020-10-12,59-300,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\59-300\9. Магний  (33).pdf
2019,2020-10-12,67-389,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\1. pH солевой вытяжки (23).pdf
2019,2020-10-12,67-389,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\10. Марганец  (21).pdf
2019,2020-10-12,67-389,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\11. Молибден  (22).pdf
2019,2020-10-12,67-389,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\12. Цинк  (21).pdf
2019,2020-10-12,67-389,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\2. Группировка почв по содержанию нитратов (24).pdf
2019,2020-10-12,67-389,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\3. Фосфор подвижный по Мачигину (20).pdf
2019,2020-10-12,67-389,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\4. Калий подвижный по Мачигину  (22).pdf
2019,2020-10-12,67-389,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\5. Сера подвижная  (19).pdf
2019,2020-10-12,67-389,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\6. Органическое вещество (гумус по Тюрину) (18).pdf
2019,2020-10-12,67-389,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\7. Медь  (20).pdf
2019,2020-10-12,67-389,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\8. Железо  (20).pdf
2019,2020-10-12,67-389,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\67-389\9. Магний  (25).pdf
2019,2020-10-12,69а-94,ph,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\1. pH солевой вытяжки.pdf
2019,2020-10-12,69а-94,марганец,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\10. Марганец.pdf
2019,2020-10-12,69а-94,молибден,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\11. Молибден.pdf
2019,2020-10-12,69а-94,цинк,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\12. Цинк.pdf
2019,2020-10-12,69а-94,нитраты,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\2. Группировка почв по содержанию нитратов.pdf
2019,2020-10-12,69а-94,фосфор,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\3. Фосфор подвижный по Мачигину.pdf
2019,2020-10-12,69а-94,калий,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\4. Калий подвижный по Мачигину.pdf
2019,2020-10-12,69а-94,сера,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\5. Сера подвижная.pdf
2019,2020-10-12,69а-94,гумус,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\6. Органическое вещество (гумус по Тюрину).pdf
2019,2020-10-12,69а-94,медь,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\7. Медь.pdf
2019,2020-10-12,69а-94,железо,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\8. Железо.pdf
2019,2020-10-12,69а-94,магний,8,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\8 Новоалексеевка-ПК\69а-94\9. Магний.pdf
2019,2020-10-12,80-81-80ж-681,ph,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\1. pH солевой вытяжки (1).pdf
2019,2020-10-12,80-81-80ж-681,марганец,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\10. Марганец (1).pdf
2019,2020-10-12,80-81-80ж-681,молибден,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\11. Молибден (1).pdf
2019,2020-10-12,80-81-80ж-681,цинк,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\12. Цинк (1).pdf
2019,2020-10-12,80-81-80ж-681,нитраты,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\2. Группировка почв по содержанию нитратов (1).pdf
2019,2020-10-12,80-81-80ж-681,фосфор,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\3. Фосфор подвижный по Мачигину (1).pdf
2019,2020-10-12,80-81-80ж-681,калий,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\4. Калий подвижный по Мачигину (1).pdf
2019,2020-10-12,80-81-80ж-681,сера,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\5. Сера подвижная (1).pdf
2019,2020-10-12,80-81-80ж-681,гумус,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\6. Органическое вещество (гумус по Тюрину) (1).pdf
2019,2020-10-12,80-81-80ж-681,медь,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\7. Медь (1).pdf
2019,2020-10-12,80-81-80ж-681,железо,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\8. Железо (1).pdf
2019,2020-10-12,80-81-80ж-681,магний,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\80-81-80ж-681\9. Магний (1).pdf
2019,2020-10-12,81-398,ph,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\1. pH солевой вытяжки (1).pdf
2019,2020-10-12,81-398,марганец,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\10. Марганец (1).pdf
2019,2020-10-12,81-398,молибден,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\11. Молибден (1).pdf
2019,2020-10-12,81-398,цинк,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\12. Цинк (1).pdf
2019,2020-10-12,81-398,нитраты,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\2. Группировка почв по содержанию нитратов (1).pdf
2019,2020-10-12,81-398,фосфор,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\3. Фосфор подвижный по Мачигину (1).pdf
2019,2020-10-12,81-398,калий,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\4. Калий подвижный по Мачигину (1).pdf
2019,2020-10-12,81-398,сера,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\5. Сера подвижная (1).pdf
2019,2020-10-12,81-398,гумус,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\6. Органическое вещество (гумус по Тюрину) (1).pdf
2019,2020-10-12,81-398,медь,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\7. Медь (1).pdf
2019,2020-10-12,81-398,железо,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\8. Железо (1).pdf
2019,2020-10-12,81-398,магний,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\81-398\9. Магний (1).pdf
2019,2020-10-12,82ж-525,ph,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\1. pH солевой вытяжки (1).pdf
2019,2020-10-12,82ж-525,марганец,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\10. Марганец (1).pdf
2019,2020-10-12,82ж-525,молибден,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\11. Молибден (1).pdf
2019,2020-10-12,82ж-525,цинк,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\12. Цинк (1).pdf
2019,2020-10-12,82ж-525,нитраты,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\2. Группировка почв по содержанию нитратов (1).pdf
2019,2020-10-12,82ж-525,фосфор,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\3. Фосфор подвижный по Мачигину (1).pdf
2019,2020-10-12,82ж-525,калий,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\4. Калий подвижный по Мачигину (1).pdf
2019,2020-10-12,82ж-525,сера,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\5. Сера подвижная (1).pdf
2019,2020-10-12,82ж-525,гумус,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\6. Органическое вещество (гумус по Тюрину) (1).pdf
2019,2020-10-12,82ж-525,медь,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\7. Медь (1).pdf
2019,2020-10-12,82ж-525,железо,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\8. Железо (1).pdf
2019,2020-10-12,82ж-525,магний,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\82ж-525\9. Магний (1).pdf
2019,2020-10-12,83-418,ph,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\83-418\1. pH солевой вытяжки (1).pdf
2019,2020-10-12,83-418,марганец,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\83-418\10. Марганец (1).pdf
2019,2020-10-12,83-418,молибден,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\83-418\11. Молибден (1).pdf
2019,2020-10-12,83-418,цинк,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\83-418\12. Цинк (1).pdf
2019,2020-10-12,83-418,нитраты,9,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2019\Алтын - Инвест ТОО\9-1 Абайское ПК\83-418\2. Группировка почв по содержанию нитратов (1).pdf
